epoch,step,timestamp,gpu_0_memory_allocated_GB,gpu_0_memory_reserved_GB,gpu_0_max_memory_allocated_GB,gpu_0_utilization_%,gpu_0_temperature_C,gpu_0_memory_used_GB,gpu_0_memory_total_GB,gpu_1_utilization_%,gpu_1_temperature_C,gpu_1_memory_used_GB,gpu_1_memory_total_GB,gpu_2_utilization_%,gpu_2_temperature_C,gpu_2_memory_used_GB,gpu_2_memory_total_GB,gpu_3_utilization_%,gpu_3_temperature_C,gpu_3_memory_used_GB,gpu_3_memory_total_GB,gpu_4_utilization_%,gpu_4_temperature_C,gpu_4_memory_used_GB,gpu_4_memory_total_GB,gpu_5_utilization_%,gpu_5_temperature_C,gpu_5_memory_used_GB,gpu_5_memory_total_GB,cpu_percent,ram_used_GB,ram_percent
4,end,60.55691385269165,0.12771224975585938,19.3359375,17.43715524673462,0.0,36.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,32.0,0.0,79.6474609375,37.0,38.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,22.1,437.85168838500977,22.7
5,0,63.57992911338806,0.12771224975585938,19.3359375,17.43715524673462,68.0,42.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,37.0,38.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,26.1,437.52034759521484,22.7
5,end,75.6058886051178,0.12771224975585938,19.3359375,17.43715524673462,5.0,36.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,40.0,38.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,19.9,96.20121765136719,5.7
6,0,78.70203971862793,0.12771224975585938,19.3359375,17.43715524673462,18.0,39.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,40.0,38.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,55.6,96.2663345336914,5.7
6,end,87.98807334899902,0.12771224975585938,19.3359375,17.43715524673462,52.0,36.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,40.0,38.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,20.0,96.3434944152832,5.7
7,0,91.29348587989807,0.12771224975585938,19.3359375,17.43715524673462,0.0,36.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,40.0,39.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,20.5,96.38621139526367,5.7
7,end,100.37707853317261,0.12771224975585938,19.3359375,17.43715524673462,48.0,37.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,39.0,39.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,20.3,96.27678298950195,5.7
8,0,103.77986025810242,0.12771224975585938,19.3359375,17.43715524673462,4.0,38.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,40.0,39.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,60.8,96.30781173706055,5.7
8,end,112.1195478439331,0.12771224975585938,19.3359375,17.43715524673462,48.0,37.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,40.0,39.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,19.1,96.40644454956055,5.7
9,0,115.75031924247742,0.12771224975585938,19.3359375,17.43715524673462,48.0,36.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,40.0,39.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,19.4,96.4774284362793,5.7
9,end,125.15876293182373,0.12771224975585938,19.3359375,17.43715524673462,28.000000000000004,39.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,32.0,39.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,19.2,96.4807243347168,5.7
10,0,128.74739813804626,0.12771224975585938,19.3359375,17.43715524673462,8.0,38.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,40.0,39.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,61.7,96.56012344360352,5.7
10,end,138.17909169197083,0.12771224975585938,19.3359375,17.43715524673462,51.0,37.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,39.0,39.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,26.7,96.73293685913086,5.7
11,0,141.89155435562134,0.12771224975585938,19.3359375,17.43715524673462,31.0,38.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,34.0,39.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,20.9,96.72823333740234,5.7
11,end,150.6853482723236,0.12771224975585938,19.3359375,17.43715524673462,10.0,38.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,40.0,39.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,66.5,96.80033493041992,5.7
12,0,154.5278081893921,0.12771224975585938,19.3359375,17.43715524673462,51.0,37.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,40.0,39.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,19.5,96.80029296875,5.7
12,end,163.0570523738861,0.12771224975585938,19.3359375,17.43715524673462,19.0,37.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,40.0,39.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,19.4,96.62311935424805,5.7
13,0,166.33031725883484,0.12771224975585938,19.3359375,17.43715524673462,52.0,37.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,40.0,39.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,20.8,96.65069198608398,5.7
13,end,175.81319212913513,0.12771224975585938,19.3359375,17.43715524673462,37.0,38.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,36.0,39.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,19.4,96.71549224853516,5.7
14,0,178.78489899635315,0.12771224975585938,19.3359375,17.43715524673462,17.0,43.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,40.0,39.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,29.7,96.77693939208984,5.7
14,end,188.05864024162292,0.12771224975585938,19.3359375,17.43715524673462,51.0,37.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,40.0,39.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,28.5,96.90010452270508,5.8
15,0,191.31994318962097,0.12771224975585938,19.3359375,17.43715524673462,52.0,37.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,40.0,39.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,21.7,97.09135437011719,5.8
15,end,199.53964114189148,0.12771224975585938,19.3359375,17.43715524673462,25.0,38.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,35.0,39.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,21.2,97.40199661254883,5.8
16,0,203.16097164154053,0.12771224975585938,19.3359375,17.43715524673462,52.0,37.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,40.0,39.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,19.6,97.4870491027832,5.8
16,end,212.1743495464325,0.12771224975585938,19.3359375,17.43715524673462,0.0,37.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,40.0,39.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,20.6,97.71150970458984,5.8
17,0,215.74041938781738,0.12771224975585938,19.3359375,17.43715524673462,42.0,39.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,40.0,40.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,66.1,97.58181381225586,5.8
17,end,225.1119475364685,0.12771224975585938,19.3359375,17.43715524673462,49.0,37.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,40.0,40.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,20.4,97.77223205566406,5.8
18,0,228.74746799468994,0.12771224975585938,19.3359375,17.43715524673462,82.0,38.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,40.0,40.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,68.4,98.83832931518555,5.8
18,end,237.9115970134735,0.12771224975585938,19.3359375,17.43715524673462,5.0,37.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,22.0,39.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,63.1,106.31478118896484,6.2
19,0,242.36516690254211,0.12771224975585938,19.3359375,17.43715524673462,51.0,36.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,40.0,39.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,20.4,108.68712997436523,6.3
19,end,250.9934344291687,0.12771224975585938,19.3359375,17.43715524673462,1.0,37.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,40.0,40.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,38.0,112.8695068359375,6.5
20,0,255.64660143852234,0.12771224975585938,19.3359375,17.43715524673462,65.0,43.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,38.0,40.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,65.5,121.15752792358398,7.0
20,end,263.4438953399658,0.12771224975585938,19.3359375,17.43715524673462,0.0,36.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,26.0,39.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,62.4,135.36560821533203,7.7
21,0,269.62528586387634,0.12771224975585938,19.3359375,17.43715524673462,27.0,36.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,37.0,39.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,50.0,141.83784103393555,8.0
21,end,279.47164154052734,0.12771224975585938,19.3359375,17.43715524673462,64.0,42.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,37.0,39.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,53.5,146.57476425170898,8.2
22,0,284.0274827480316,0.12771224975585938,19.3359375,17.43715524673462,26.0,36.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,40.0,39.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,29.3,148.5446319580078,8.3
22,end,291.00958704948425,0.12771224975585938,19.3359375,17.43715524673462,0.0,36.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,39.0,39.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,65.8,151.46819686889648,8.5
23,0,295.0353388786316,0.12771224975585938,19.3359375,17.43715524673462,39.0,36.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,39.0,39.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,36.6,157.23516082763672,8.8
23,end,302.3578474521637,0.12771224975585938,19.3359375,17.43715524673462,0.0,36.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,28.000000000000004,39.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,60.4,270.08045959472656,14.4
24,0,308.5317494869232,0.12771224975585938,19.3359375,17.43715524673462,0.0,35.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,21.0,39.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,61.7,403.0110511779785,20.9
24,end,317.9411337375641,0.12771224975585938,19.3359375,17.43715524673462,0.0,35.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,23.0,39.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,59.8,450.0778503417969,23.3
25,0,323.21351623535156,0.12771224975585938,19.3359375,17.43715524673462,0.0,35.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,22.0,39.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,57.3,420.03759384155273,21.8
25,end,334.34147596359253,0.12771224975585938,19.3359375,17.43715524673462,0.0,35.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,20.0,39.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,59.5,476.95891189575195,24.6
26,0,340.53594064712524,0.12771224975585938,19.3359375,17.43715524673462,0.0,34.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,19.0,38.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,60.8,482.6491241455078,24.9
26,end,350.71931433677673,0.12771224975585938,19.3359375,17.43715524673462,0.0,35.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,21.0,38.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,63.0,449.9404945373535,23.3
27,0,356.24208879470825,0.12771224975585938,19.3359375,17.43715524673462,14.000000000000002,36.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,15.0,38.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,59.0,450.0999641418457,23.3
27,end,366.21558380126953,0.12771224975585938,19.3359375,17.43715524673462,0.0,35.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,22.0,38.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,59.7,450.41241455078125,23.3
28,0,371.14313435554504,0.12771224975585938,19.3359375,17.43715524673462,8.0,35.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,22.0,38.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,58.7,450.6522521972656,23.3
28,end,381.3384439945221,0.12771224975585938,19.3359375,17.43715524673462,6.0,36.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,22.0,38.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,57.8,450.6382369995117,23.3
29,0,385.5387680530548,0.12771224975585938,19.3359375,17.43715524673462,11.0,35.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,24.0,38.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,58.8,450.98011016845703,23.3
29,end,395.14397740364075,0.12771224975585938,19.3359375,17.43715524673462,48.0,36.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,37.0,38.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,53.1,451.25535583496094,23.3
30,0,398.65113949775696,0.12771224975585938,19.3359375,17.43715524673462,41.0,35.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,37.0,38.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,53.1,451.1572685241699,23.3
30,end,407.7225260734558,0.12771224975585938,19.3359375,17.43715524673462,43.0,36.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,33.0,38.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,38.2,451.4095268249512,23.3
31,0,411.41669178009033,0.12771224975585938,19.3359375,17.43715524673462,59.0,36.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,39.0,38.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,34.2,451.42864990234375,23.3
31,end,419.57860374450684,0.12771224975585938,19.3359375,17.43715524673462,72.0,37.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,39.0,38.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,68.5,451.5133056640625,23.4
32,0,423.72741627693176,0.12771224975585938,19.3359375,17.43715524673462,48.0,36.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,40.0,39.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,27.1,451.55477142333984,23.4
32,end,433.18619775772095,0.12771224975585938,19.3359375,17.43715524673462,70.0,42.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,40.0,39.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,26.1,451.78619384765625,23.4
33,0,436.8169512748718,0.12771224975585938,19.3359375,17.43715524673462,60.0,36.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,40.0,39.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,23.6,451.887264251709,23.4
33,end,446.0220971107483,0.12771224975585938,19.3359375,17.43715524673462,0.0,38.0,72.8671875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,40.0,39.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,52.0,452.01974868774414,23.4
34,0,449.42330026626587,0.12771224975585938,19.3359375,17.43715524673462,24.0,38.0,74.01171875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,32.0,39.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,25.2,452.0995216369629,23.4
34,end,457.33002185821533,0.12771224975585938,19.3359375,17.43715524673462,48.0,37.0,74.01171875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,40.0,39.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,30.4,452.1520309448242,23.4
35,0,460.771657705307,0.12771224975585938,19.3359375,17.43715524673462,52.0,36.0,74.01171875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,40.0,39.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,22.1,452.17078399658203,23.4
35,end,470.07340574264526,0.12771224975585938,19.3359375,17.43715524673462,19.0,41.0,74.01171875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,31.0,39.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,58.9,452.0479316711426,23.4
36,0,473.388619184494,0.12771224975585938,19.3359375,17.43715524673462,39.0,37.0,74.01171875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,35.0,39.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,22.0,452.0991744995117,23.4
36,end,482.62072229385376,0.12771224975585938,19.3359375,17.43715524673462,26.0,39.0,74.01171875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,37.0,39.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,58.9,452.06445693969727,23.4
